DATE,HOMETEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,AWAYTEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,CLASS
11/03/2017,LAL,124,94,0.511,21,0.429,27,0.704,57,26,10,7,16,29,BKN,112,91,0.407,38,0.237,38,0.763,43,23,8,5,16,22,1
11/05/2017,LAL,107,85,0.471,27,0.333,23,0.783,46,25,5,4,16,16,MEM,102,87,0.46,37,0.297,14,0.786,39,23,6,7,12,22,1
11/08/2017,BOS,107,98,0.388,29,0.241,31,0.774,48,20,8,6,13,20,LAL,96,85,0.435,24,0.208,23,0.739,48,16,8,8,20,30,1
11/11/2017,MIL,98,85,0.412,23,0.261,26,0.846,42,16,11,4,12,27,LAL,90,74,0.419,22,0.273,37,0.595,48,21,7,9,21,22,1
11/13/2017,PHX,93,95,0.389,26,0.269,20,0.6,54,15,6,4,15,17,LAL,100,92,0.424,33,0.424,13,0.615,53,17,6,6,16,20,-1
11/15/2017,LAL,109,109,0.385,27,0.111,27,0.815,57,18,7,6,9,23,PHI,115,86,0.488,32,0.219,30,0.8,52,27,7,15,16,19,-1
11/17/2017,LAL,113,91,0.495,25,0.28,24,0.667,49,26,7,10,19,20,PHX,122,103,0.466,32,0.406,19,0.684,44,28,10,5,13,22,-1
11/19/2017,LAL,127,100,0.53,32,0.375,16,0.563,46,36,11,5,15,27,DEN,109,84,0.429,31,0.419,35,0.686,47,18,8,8,20,15,1
11/21/2017,LAL,103,90,0.4,40,0.325,25,0.72,53,23,7,6,12,16,CHI,94,94,0.383,36,0.306,16,0.688,54,22,4,4,14,19,1
11/22/2017,SAC,113,85,0.553,21,0.476,14,0.643,44,26,9,4,17,20,LAL,102,78,0.5,29,0.517,15,0.6,32,27,8,4,17,19,1
11/27/2017,LAC,120,85,0.482,28,0.357,30,0.933,44,19,7,3,17,22,LAL,115,91,0.484,30,0.367,24,0.667,43,23,10,5,16,29,1
11/29/2017,LAL,123,95,0.495,24,0.375,25,0.8,34,30,12,5,17,23,GSW,127,94,0.5,30,0.4,28,0.75,49,30,10,4,22,19,-1
12/02/2017,DEN,115,87,0.46,31,0.387,28,0.821,39,26,8,6,12,19,LAL,100,86,0.442,30,0.3,21,0.714,52,21,5,2,21,24,1
12/03/2017,LAL,95,84,0.381,28,0.321,30,0.733,45,16,9,6,20,22,HOU,118,90,0.5,37,0.378,17,0.824,43,17,10,4,15,23,-1
12/07/2017,PHI,104,81,0.481,26,0.385,21,0.762,44,29,3,13,18,26,LAL,107,96,0.438,28,0.393,24,0.5,44,22,13,7,11,23,-1
12/09/2017,CHA,99,93,0.441,25,0.32,14,0.643,43,21,7,3,11,21,LAL,110,85,0.506,27,0.333,21,0.714,46,24,7,5,14,21,-1
12/12/2017,NYK,113,101,0.475,22,0.409,11,0.727,49,25,7,7,14,16,LAL,109,102,0.412,35,0.371,15,0.8,52,24,6,6,16,19,1
12/14/2017,CLE,121,86,0.5,36,0.417,25,0.8,39,32,10,5,14,16,LAL,112,95,0.495,31,0.29,14,0.643,49,33,7,3,18,20,1
12/18/2017,LAL,114,92,0.446,25,0.4,35,0.629,45,23,9,9,12,26,GSW,116,107,0.402,34,0.324,21,0.905,61,25,6,10,14,26,-1
12/20/2017,HOU,116,90,0.411,42,0.405,32,0.781,47,19,7,5,14,30,LAL,122,85,0.471,35,0.429,43,0.628,47,27,8,5,10,25,-1
12/22/2017,GSW,113,85,0.494,24,0.292,27,0.815,42,24,9,13,15,17,LAL,106,94,0.426,29,0.379,22,0.682,46,22,11,5,15,23,1
12/23/2017,LAL,92,85,0.424,25,0.32,20,0.6,55,23,8,3,17,22,POR,95,95,0.411,25,0.4,14,0.5,47,19,7,8,11,15,-1
12/27/2017,LAL,99,93,0.376,28,0.286,33,0.636,49,14,5,4,11,26,MEM,109,71,0.493,21,0.238,39,0.872,37,20,3,9,10,20,-1
12/29/2017,LAL,106,94,0.489,19,0.158,16,0.688,35,25,7,3,12,22,LAC,121,86,0.488,32,0.281,34,0.824,49,23,7,6,13,21,-1
12/31/2017,HOU,148,106,0.462,52,0.346,39,0.821,43,29,7,9,11,33,LAL,142,105,0.505,25,0.4,37,0.703,54,31,6,4,14,32,1
01/03/2018,LAL,96,92,0.413,33,0.333,15,0.6,45,24,5,4,17,10,OKC,133,93,0.602,30,0.467,9,0.778,44,36,12,5,9,17,-1
01/05/2018,LAL,94,94,0.404,36,0.25,12,0.75,46,24,7,3,16,19,CHA,108,99,0.424,33,0.364,16,0.75,56,26,10,3,14,17,-1
01/07/2018,LAL,132,86,0.558,36,0.444,25,0.8,49,32,13,6,18,25,ATL,113,94,0.436,34,0.353,23,0.826,37,22,5,4,15,16,1
01/09/2018,LAL,99,77,0.481,35,0.343,21,0.619,55,30,12,4,25,23,SAC,86,87,0.345,21,0.381,27,0.667,43,15,15,4,16,19,1
01/11/2018,LAL,93,87,0.414,38,0.342,14,0.571,47,22,15,4,15,17,SAS,81,76,0.408,20,0.4,15,0.733,45,21,6,5,20,15,1
01/13/2018,DAL,101,90,0.378,43,0.256,28,0.786,39,20,5,1,8,17,LAL,107,95,0.453,26,0.308,18,0.722,59,24,4,0,14,31,-1
01/15/2018,MEM,123,82,0.512,22,0.455,34,0.853,48,24,8,8,18,26,LAL,114,96,0.396,35,0.343,31,0.839,44,25,11,8,13,23,1
01/17/2018,OKC,114,95,0.484,35,0.343,12,0.833,54,22,10,6,16,14,LAL,90,81,0.469,26,0.385,4,1.0,30,25,9,1,16,15,1
01/19/2018,LAL,99,80,0.55,28,0.321,14,0.143,47,26,7,6,14,17,IND,86,97,0.381,25,0.08,13,0.769,44,15,9,4,9,18,1
01/21/2018,LAL,127,91,0.56,26,0.385,21,0.714,39,31,10,3,6,18,NYK,107,81,0.543,25,0.48,10,0.7,33,32,3,5,17,20,1
01/23/2018,LAL,108,91,0.44,26,0.269,36,0.583,51,18,6,2,10,16,BOS,107,90,0.467,44,0.341,10,0.8,42,22,3,5,11,25,1
01/26/2018,CHI,103,93,0.376,36,0.472,24,0.667,53,21,3,7,13,25,LAL,108,91,0.451,24,0.208,28,0.75,48,23,6,3,9,23,-1
01/28/2018,TOR,123,92,0.5,31,0.387,25,0.76,53,23,4,4,14,23,LAL,111,91,0.44,25,0.32,33,0.697,44,22,9,4,14,21,1
01/31/2018,ORL,127,81,0.543,32,0.563,29,0.724,35,28,13,4,14,23,LAL,105,83,0.47,20,0.2,30,0.767,43,18,7,1,16,18,1
02/02/2018,BKN,99,82,0.451,29,0.31,23,0.696,38,20,7,8,11,18,LAL,102,92,0.424,26,0.385,20,0.7,56,21,5,6,15,18,-1
02/04/2018,OKC,104,89,0.449,25,0.28,25,0.68,46,17,13,6,17,18,LAL,108,86,0.488,30,0.433,18,0.611,40,24,6,7,19,20,-1
02/06/2018,LAL,112,83,0.47,26,0.423,26,0.885,56,19,7,7,14,21,PHX,93,94,0.383,29,0.276,23,0.565,48,24,4,4,11,18,1
02/08/2018,LAL,106,96,0.438,31,0.323,13,0.923,51,28,5,7,8,19,OKC,81,90,0.356,34,0.235,19,0.474,50,16,6,4,13,11,1
02/10/2018,DAL,130,89,0.539,27,0.444,27,0.815,40,32,8,3,9,21,LAL,123,84,0.548,34,0.471,22,0.682,37,29,7,0,17,25,1
02/14/2018,NOP,139,99,0.535,32,0.438,21,0.905,48,35,13,7,11,20,LAL,117,90,0.511,22,0.455,18,0.833,37,26,5,3,20,21,1
02/23/2018,LAL,124,93,0.516,33,0.394,20,0.75,62,32,8,6,16,17,DAL,102,91,0.407,42,0.452,11,0.818,29,25,9,8,11,19,1
02/24/2018,SAC,108,94,0.447,25,0.52,17,0.647,48,28,5,5,11,21,LAL,113,91,0.451,38,0.447,20,0.7,44,26,5,6,10,18,-1
02/26/2018,ATL,104,96,0.375,36,0.222,34,0.706,41,21,14,3,11,17,LAL,123,90,0.522,33,0.455,19,0.737,59,28,8,6,23,23,-1
03/01/2018,MIA,113,95,0.484,31,0.29,16,0.75,40,23,6,5,11,21,LAL,131,79,0.595,29,0.552,26,0.808,36,29,9,5,13,17,-1
03/03/2018,SAS,112,98,0.449,30,0.233,20,0.85,50,28,10,5,16,19,LAL,116,92,0.435,34,0.441,27,0.778,46,26,10,4,15,21,-1
03/05/2018,LAL,103,87,0.391,37,0.297,31,0.774,47,20,9,7,10,24,POR,108,83,0.422,23,0.435,38,0.737,50,19,6,5,14,25,-1
03/07/2018,LAL,108,88,0.489,33,0.333,12,0.917,39,27,7,3,14,16,ORL,107,84,0.5,28,0.429,19,0.579,43,31,5,4,16,22,1
03/09/2018,DEN,125,83,0.506,31,0.484,30,0.867,36,30,10,6,12,16,LAL,116,92,0.489,35,0.4,16,0.75,44,25,8,6,15,23,1
03/11/2018,LAL,127,96,0.5,34,0.382,20,0.9,51,30,9,4,13,19,CLE,113,88,0.466,31,0.387,23,0.826,37,22,4,5,12,18,1
03/13/2018,LAL,112,90,0.444,40,0.375,25,0.68,52,20,6,3,15,23,DEN,103,86,0.442,40,0.325,19,0.737,44,26,12,4,19,26,1
03/14/2018,GSW,117,81,0.543,20,0.3,28,0.821,50,25,8,6,21,24,LAL,106,84,0.452,38,0.316,28,0.643,35,24,11,8,14,19,1
03/16/2018,LAL,91,76,0.421,19,0.474,22,0.818,49,22,5,4,20,17,MIA,92,94,0.383,36,0.278,14,0.714,43,23,14,6,11,18,-1
03/19/2018,IND,110,87,0.494,21,0.286,19,0.947,44,24,9,8,6,16,LAL,100,86,0.442,33,0.242,23,0.696,47,20,4,3,13,18,1
03/22/2018,NOP,128,95,0.547,24,0.25,22,0.818,42,28,13,4,9,19,LAL,125,87,0.494,39,0.436,28,0.786,40,19,4,3,16,20,1
03/24/2018,MEM,93,84,0.417,29,0.172,22,0.818,43,20,7,6,10,21,LAL,100,86,0.407,38,0.342,25,0.68,44,19,7,2,11,20,-1
03/26/2018,DET,112,100,0.44,33,0.394,15,0.733,50,21,4,2,7,26,LAL,106,85,0.471,23,0.261,25,0.8,47,29,3,7,10,20,1
03/28/2018,LAL,103,77,0.468,33,0.273,32,0.688,49,25,6,5,15,16,DAL,93,84,0.393,44,0.295,19,0.737,40,17,10,1,10,22,1
03/30/2018,LAL,122,94,0.511,27,0.296,25,0.72,56,33,5,3,18,23,MIL,124,94,0.479,29,0.379,28,0.821,39,24,14,6,12,25,-1
04/01/2018,LAL,83,75,0.4,32,0.219,25,0.64,47,18,5,6,14,15,SAC,84,92,0.38,24,0.292,14,0.5,47,17,9,5,10,20,-1
04/03/2018,UTA,117,89,0.483,33,0.424,27,0.63,47,29,10,5,14,22,LAL,110,74,0.486,28,0.5,36,0.667,39,23,7,5,16,23,1
04/04/2018,LAL,122,86,0.547,24,0.542,18,0.833,44,32,4,3,13,22,SAS,112,97,0.433,23,0.391,27,0.704,46,25,7,5,10,20,1
04/08/2018,LAL,97,93,0.398,25,0.2,22,0.818,44,20,8,4,12,22,UTA,112,83,0.506,36,0.361,22,0.682,45,35,8,4,18,24,-1
04/10/2018,LAL,99,90,0.422,36,0.278,15,0.867,47,22,14,4,17,19,HOU,105,88,0.42,47,0.34,16,0.938,49,19,9,5,18,19,-1
04/11/2018,LAC,100,83,0.494,18,0.333,28,0.429,41,27,8,1,17,17,LAL,115,88,0.477,39,0.436,16,0.875,49,25,8,6,17,23,-1
10/18/2017,IND,140,102,0.52,34,0.265,32,0.781,47,29,12,9,14,25,BKN,131,94,0.479,30,0.4,32,0.906,43,22,7,2,20,25,1
10/20/2017,BKN,126,92,0.5,27,0.333,35,0.714,48,22,13,6,18,17,ORL,121,89,0.506,33,0.545,15,0.867,40,30,9,3,22,27,1
10/22/2017,BKN,116,87,0.471,27,0.407,34,0.676,51,27,12,8,18,27,ATL,104,94,0.34,27,0.259,36,0.917,48,21,6,2,16,25,1
10/24/2017,ORL,125,83,0.494,23,0.348,40,0.875,44,20,8,5,11,23,BKN,121,96,0.417,35,0.314,34,0.882,49,21,8,4,15,27,1
10/25/2017,BKN,112,93,0.43,46,0.37,21,0.714,38,22,11,3,12,22,CLE,107,81,0.481,35,0.343,26,0.654,47,21,5,7,21,17,1
10/27/2017,NYK,107,98,0.449,27,0.333,17,0.588,55,19,7,6,11,19,BKN,86,75,0.4,30,0.367,21,0.714,35,18,5,1,16,20,1
10/29/2017,BKN,111,96,0.406,31,0.387,31,0.677,56,24,5,4,15,18,DEN,124,94,0.5,20,0.55,22,0.864,46,23,7,7,6,22,-1
10/31/2017,BKN,114,102,0.412,31,0.29,30,0.7,44,15,9,4,7,22,PHX,122,96,0.469,22,0.455,24,0.917,66,18,5,5,18,26,-1
11/06/2017,PHX,92,86,0.349,25,0.24,35,0.743,52,13,8,7,17,29,BKN,98,87,0.402,32,0.25,29,0.69,48,20,10,4,16,30,-1
11/07/2017,DEN,112,93,0.473,34,0.265,20,0.75,47,26,16,9,19,21,BKN,104,89,0.427,35,0.314,22,0.773,47,22,12,6,25,16,1
11/10/2017,POR,97,95,0.421,23,0.348,11,0.818,51,17,4,4,10,17,BKN,101,91,0.429,38,0.316,19,0.579,49,25,7,4,10,13,-1
11/11/2017,UTA,114,85,0.482,29,0.379,25,0.84,44,19,12,3,16,29,BKN,106,76,0.461,23,0.304,39,0.744,41,13,7,4,17,22,1
11/14/2017,BKN,102,88,0.443,35,0.4,16,0.625,43,26,4,3,14,24,BOS,109,86,0.453,27,0.333,27,0.815,49,15,8,3,14,14,-1
11/17/2017,BKN,118,84,0.512,37,0.459,20,0.75,36,27,8,2,12,21,UTA,107,79,0.494,26,0.462,24,0.708,39,21,6,6,16,19,1
11/19/2017,BKN,111,95,0.358,48,0.333,39,0.692,52,24,7,2,13,21,GSW,118,90,0.511,24,0.417,23,0.696,57,29,8,14,15,27,-1
11/22/2017,CLE,119,82,0.524,34,0.412,27,0.704,33,21,8,2,10,19,BKN,109,81,0.519,37,0.378,16,0.688,42,26,5,2,19,21,1
11/24/2017,BKN,125,100,0.5,25,0.4,21,0.714,47,25,4,6,9,22,POR,127,96,0.5,15,0.4,35,0.714,45,24,5,13,7,16,-1
11/26/2017,MEM,88,80,0.4,25,0.32,18,0.889,35,15,8,3,14,24,BKN,98,74,0.446,29,0.448,23,0.826,43,19,7,7,17,22,-1
11/27/2017,HOU,117,86,0.488,50,0.4,20,0.65,42,31,8,4,15,19,BKN,103,86,0.465,39,0.256,17,0.765,43,24,5,4,13,19,1
11/29/2017,DAL,104,84,0.464,27,0.333,21,0.81,44,26,5,3,11,23,BKN,109,90,0.467,29,0.379,25,0.56,52,25,5,1,14,21,-1
12/02/2017,BKN,102,82,0.415,42,0.405,21,0.81,46,26,1,8,19,18,ATL,114,99,0.475,27,0.37,14,0.714,47,18,12,5,8,19,-1
12/04/2017,ATL,90,82,0.366,30,0.3,27,0.778,38,18,9,2,18,19,BKN,110,85,0.482,36,0.417,15,0.867,52,29,7,6,22,28,-1
12/07/2017,BKN,100,80,0.438,37,0.297,30,0.633,49,24,3,7,13,21,OKC,95,98,0.388,24,0.292,23,0.522,54,18,6,3,12,25,1
12/09/2017,BKN,89,81,0.407,27,0.259,19,0.842,43,16,3,3,12,17,MIA,101,90,0.467,27,0.296,14,0.643,44,15,6,8,5,17,-1
12/14/2017,BKN,104,83,0.446,42,0.286,23,0.783,43,21,10,4,17,21,NYK,111,89,0.461,20,0.5,22,0.864,40,23,11,4,13,23,-1
12/15/2017,TOR,120,97,0.557,28,0.25,9,0.556,45,26,11,5,8,16,BKN,87,76,0.421,23,0.304,19,0.842,37,15,4,1,22,14,1
12/17/2017,BKN,97,81,0.42,33,0.364,21,0.81,29,26,7,2,9,17,IND,109,76,0.566,18,0.444,19,0.789,43,21,6,7,15,20,-1
12/20/2017,BKN,99,82,0.39,42,0.357,23,0.87,38,15,5,7,10,19,SAC,104,82,0.488,19,0.368,20,0.85,48,14,4,4,12,19,-1
12/23/2017,IND,123,90,0.522,23,0.435,24,0.792,41,31,8,9,8,25,BKN,119,98,0.429,36,0.444,25,0.76,51,24,2,2,10,20,1
12/26/2017,SAS,109,80,0.513,16,0.438,24,0.833,43,18,7,5,12,14,BKN,97,93,0.419,32,0.375,9,0.778,45,23,5,0,13,18,1
12/27/2017,NOP,128,90,0.533,33,0.515,19,0.789,43,40,8,9,10,15,BKN,113,90,0.456,38,0.5,14,0.857,43,26,8,3,15,18,1
12/29/2017,MIA,87,89,0.337,26,0.115,31,0.774,43,12,9,3,11,18,BKN,111,79,0.494,26,0.423,25,0.88,54,25,8,4,18,23,-1
12/31/2017,BOS,108,79,0.494,33,0.424,25,0.64,50,21,7,8,17,22,BKN,105,95,0.411,36,0.306,19,0.842,45,25,5,4,9,19,1
01/01/2018,BKN,98,82,0.439,25,0.36,23,0.739,52,17,7,10,13,22,ORL,95,96,0.365,31,0.194,25,0.76,52,16,5,5,12,18,1
01/06/2018,BKN,85,91,0.33,31,0.194,22,0.864,55,11,2,11,16,14,BOS,87,98,0.378,18,0.278,15,0.533,44,12,8,13,4,17,-1
01/08/2018,BKN,113,100,0.39,33,0.364,28,0.821,55,22,8,2,16,27,TOR,114,101,0.426,34,0.294,23,0.783,51,19,7,12,15,27,-1
01/10/2018,BKN,80,74,0.365,37,0.324,15,0.933,35,19,11,2,17,11,DET,114,93,0.516,21,0.476,12,0.667,54,24,10,4,13,14,-1
01/12/2018,ATL,105,80,0.463,28,0.393,26,0.769,46,21,6,3,18,25,BKN,110,87,0.46,34,0.382,26,0.654,43,29,8,1,14,24,-1
01/15/2018,BKN,104,87,0.368,32,0.344,36,0.806,45,16,5,3,11,23,NYK,119,82,0.512,16,0.563,37,0.703,51,27,5,10,9,24,-1
01/17/2018,BKN,95,83,0.422,36,0.361,18,0.667,47,23,3,1,14,28,SAS,100,82,0.415,19,0.474,31,0.742,42,24,8,4,9,20,-1
01/19/2018,BKN,101,76,0.474,32,0.281,26,0.769,44,20,5,8,14,18,MIA,95,84,0.417,22,0.318,25,0.72,43,22,7,7,11,22,1
01/21/2018,DET,100,90,0.422,29,0.31,17,0.882,43,21,3,4,6,19,BKN,101,80,0.463,31,0.419,20,0.7,46,23,1,3,15,18,-1
01/23/2018,OKC,109,94,0.426,25,0.28,32,0.688,50,12,7,4,4,18,BKN,108,79,0.468,38,0.421,25,0.72,45,27,1,5,12,25,1
01/26/2018,MIL,116,83,0.518,23,0.522,20,0.9,44,28,9,6,9,17,BKN,91,89,0.371,34,0.235,20,0.85,45,18,5,2,14,19,1
01/30/2018,NYK,111,89,0.438,26,0.5,25,0.8,47,22,6,6,11,13,BKN,95,87,0.414,37,0.243,16,0.875,49,15,6,3,17,21,1
01/31/2018,BKN,116,77,0.506,32,0.406,28,0.893,39,19,3,9,11,26,PHI,108,76,0.474,18,0.389,34,0.853,33,17,7,5,8,21,1
02/04/2018,BKN,94,90,0.411,29,0.31,14,0.786,36,25,5,1,9,19,MIL,109,81,0.519,19,0.421,21,0.81,54,19,3,7,13,16,-1
02/06/2018,BKN,113,85,0.482,35,0.457,17,0.882,37,24,8,2,11,17,HOU,123,81,0.556,33,0.485,21,0.81,40,16,7,7,11,14,-1
02/07/2018,DET,115,92,0.478,24,0.375,25,0.72,46,20,10,3,7,12,BKN,106,90,0.433,51,0.333,12,0.917,50,33,4,6,19,20,1
02/10/2018,BKN,128,114,0.377,59,0.356,22,0.955,60,30,10,3,15,30,NOP,138,106,0.491,24,0.375,39,0.641,59,23,10,10,15,18,-1
02/12/2018,BKN,101,89,0.461,40,0.3,10,0.7,37,27,10,6,12,15,LAC,114,85,0.565,16,0.375,14,0.857,43,19,8,6,15,14,-1
02/14/2018,BKN,103,83,0.422,35,0.371,27,0.741,44,24,4,2,13,20,IND,108,90,0.433,15,0.4,28,0.857,52,20,10,7,8,20,-1
02/22/2018,CHA,111,87,0.483,21,0.524,20,0.8,54,29,3,6,14,15,BKN,96,93,0.387,43,0.326,14,0.714,41,27,6,8,9,23,1
02/26/2018,BKN,104,90,0.444,42,0.381,8,1.0,48,31,4,9,15,20,CHI,87,93,0.355,23,0.261,23,0.652,56,17,8,7,13,11,1
02/27/2018,CLE,129,97,0.515,24,0.5,27,0.63,55,24,7,1,11,24,BKN,123,82,0.537,32,0.375,30,0.767,36,29,6,0,12,21,1
03/01/2018,SAC,116,97,0.515,14,0.429,12,0.833,44,23,15,6,15,13,BKN,111,96,0.417,46,0.37,17,0.824,51,27,10,4,21,14,1
03/04/2018,LAC,123,84,0.524,27,0.37,30,0.833,40,18,12,6,10,20,BKN,120,92,0.435,45,0.422,23,0.913,44,30,8,4,14,21,1
03/06/2018,GSW,114,83,0.566,23,0.478,11,0.818,41,30,8,7,17,18,BKN,101,85,0.424,34,0.265,25,0.8,38,24,7,1,12,18,1
03/08/2018,CHA,111,85,0.482,19,0.211,30,0.833,36,19,5,5,13,21,BKN,125,92,0.511,32,0.344,22,0.909,43,30,7,7,10,27,-1
03/11/2018,BKN,97,85,0.388,28,0.357,24,0.875,42,17,5,5,18,19,PHI,120,95,0.526,26,0.346,18,0.611,48,33,12,7,9,19,-1
03/13/2018,BKN,102,86,0.407,36,0.417,19,0.895,38,21,9,6,11,19,TOR,116,91,0.484,31,0.355,21,0.81,53,27,7,6,11,20,-1
03/16/2018,PHI,120,95,0.453,27,0.444,26,0.846,42,30,9,3,5,21,BKN,116,89,0.449,30,0.5,27,0.778,47,25,4,5,12,22,1
03/17/2018,BKN,114,84,0.512,36,0.389,19,0.737,43,25,4,6,10,14,DAL,106,92,0.446,22,0.545,14,0.857,45,25,5,3,10,21,1
03/19/2018,BKN,118,72,0.5,40,0.4,40,0.75,41,27,5,9,22,22,MEM,115,88,0.523,23,0.435,20,0.65,42,21,11,3,16,33,1
03/21/2018,BKN,105,93,0.419,37,0.351,21,0.667,46,22,6,11,12,36,CHA,111,94,0.383,16,0.188,47,0.766,68,18,3,2,13,16,-1
03/23/2018,TOR,116,86,0.477,28,0.5,29,0.69,43,26,5,7,10,24,BKN,112,84,0.488,27,0.407,31,0.613,40,21,5,9,9,23,1
03/25/2018,BKN,114,83,0.458,37,0.459,26,0.808,38,27,7,3,9,23,CLE,121,87,0.506,28,0.429,26,0.808,49,25,5,2,11,21,-1
03/28/2018,ORL,104,92,0.435,31,0.355,16,0.813,44,25,4,4,9,18,BKN,111,87,0.46,34,0.353,22,0.864,48,28,6,5,8,17,-1
03/31/2018,MIA,109,95,0.453,17,0.412,21,0.762,51,19,6,6,18,22,BKN,110,91,0.429,35,0.286,28,0.786,47,28,11,5,15,24,-1
04/01/2018,BKN,96,87,0.425,43,0.279,15,0.667,40,23,5,5,12,22,DET,108,84,0.452,19,0.368,32,0.781,53,17,9,3,9,16,-1
04/03/2018,PHI,121,91,0.549,21,0.429,18,0.667,55,28,10,10,10,22,BKN,95,81,0.42,42,0.405,23,0.435,36,20,5,6,18,15,1
04/05/2018,MIL,111,93,0.441,20,0.25,30,0.8,41,21,12,2,8,19,BKN,119,75,0.547,39,0.487,21,0.857,41,30,3,12,17,21,-1
04/07/2018,CHI,96,88,0.409,29,0.207,21,0.857,39,16,8,1,13,14,BKN,124,92,0.5,55,0.436,11,0.727,46,36,11,10,13,18,-1
04/09/2018,BKN,114,82,0.5,42,0.429,15,0.933,38,32,8,10,17,15,CHI,105,89,0.483,28,0.429,12,0.583,44,26,7,6,19,17,1
04/11/2018,BOS,110,102,0.451,24,0.25,15,0.8,62,22,6,6,13,14,BKN,97,91,0.407,40,0.275,16,0.75,44,27,10,6,15,12,1
10/19/2017,OKC,105,90,0.433,38,0.289,22,0.727,41,26,14,7,18,22,NYK,84,79,0.405,24,0.292,19,0.684,41,19,8,4,25,23,1
10/21/2017,NYK,107,81,0.457,30,0.267,31,0.806,39,20,6,2,12,21,DET,111,91,0.484,30,0.3,15,0.933,43,21,5,2,12,25,-1
10/24/2017,BOS,110,75,0.493,29,0.483,27,0.815,41,26,11,7,12,24,NYK,89,85,0.424,12,0.083,25,0.64,43,20,8,2,14,17,1
10/29/2017,CLE,95,81,0.383,33,0.303,27,0.852,41,20,5,5,15,23,NYK,114,89,0.472,28,0.464,21,0.81,51,27,9,6,14,26,-1
10/30/2017,NYK,116,82,0.5,32,0.406,23,0.913,49,27,8,10,22,27,DEN,110,85,0.412,41,0.439,31,0.71,36,20,13,5,13,22,1
11/01/2017,NYK,97,90,0.433,26,0.308,13,0.846,42,23,8,1,19,18,HOU,119,88,0.477,52,0.365,21,0.762,46,21,6,4,14,20,-1
11/03/2017,NYK,120,87,0.517,26,0.308,25,0.88,49,24,5,7,12,24,PHX,107,97,0.351,32,0.281,37,0.811,47,17,7,3,10,25,1
11/05/2017,NYK,108,88,0.5,23,0.261,19,0.737,46,24,8,7,12,21,IND,101,79,0.468,25,0.48,17,0.882,34,24,6,2,12,17,1
11/07/2017,NYK,118,75,0.6,25,0.48,21,0.762,35,29,5,5,16,19,CHA,113,91,0.462,37,0.405,17,0.824,40,24,8,2,13,22,1
11/08/2017,ORL,112,80,0.538,28,0.464,22,0.591,29,31,16,7,12,15,NYK,99,80,0.525,12,0.417,13,0.769,42,26,7,2,23,21,1
11/11/2017,NYK,118,90,0.522,27,0.444,15,0.8,40,29,6,6,11,22,SAC,91,80,0.375,22,0.318,30,0.8,42,19,6,4,13,18,1
11/13/2017,NYK,101,88,0.432,25,0.32,22,0.773,49,19,13,3,17,21,CLE,104,88,0.398,45,0.356,22,0.818,48,21,7,7,20,21,-1
11/15/2017,NYK,106,81,0.469,21,0.429,25,0.84,45,18,4,5,11,19,UTA,101,79,0.43,35,0.486,17,0.941,37,19,5,10,13,23,1
11/17/2017,TOR,107,78,0.564,26,0.346,11,0.909,40,29,4,11,12,19,NYK,84,91,0.33,23,0.391,17,0.882,43,17,7,4,9,12,1
11/20/2017,NYK,107,81,0.432,34,0.382,25,0.96,51,24,11,5,22,26,LAC,85,80,0.375,32,0.313,21,0.714,36,20,12,3,21,23,1
11/22/2017,NYK,108,93,0.462,24,0.333,17,0.824,47,29,8,7,11,19,TOR,100,87,0.425,38,0.368,18,0.667,42,21,4,10,15,23,1
11/24/2017,ATL,116,99,0.475,31,0.419,12,0.75,40,30,7,2,9,16,NYK,104,78,0.513,30,0.4,14,0.857,38,30,1,9,20,19,1
11/25/2017,HOU,117,94,0.436,47,0.383,22,0.773,42,30,12,6,7,15,NYK,102,85,0.494,17,0.235,19,0.737,40,29,4,3,18,20,1
11/27/2017,NYK,91,88,0.398,15,0.333,22,0.727,51,13,3,3,13,20,POR,103,83,0.446,21,0.333,26,0.846,45,18,10,3,9,22,-1
11/29/2017,NYK,115,73,0.603,13,0.385,26,0.846,52,26,10,5,20,20,MIA,86,84,0.381,38,0.263,20,0.6,31,21,13,4,15,20,1
12/03/2017,NYK,100,93,0.462,15,0.333,10,0.9,45,18,4,4,14,24,ORL,105,82,0.451,28,0.214,29,0.862,42,19,8,3,10,11,-1
12/04/2017,IND,115,86,0.535,26,0.423,15,0.8,44,28,10,5,16,20,NYK,97,91,0.44,23,0.261,16,0.688,43,26,4,2,17,15,1
12/06/2017,NYK,99,67,0.522,14,0.643,27,0.741,42,22,8,3,16,21,MEM,88,70,0.414,28,0.429,22,0.818,27,14,8,5,15,24,1
12/09/2017,CHI,104,82,0.512,25,0.28,23,0.565,40,28,10,7,14,19,NYK,102,91,0.473,24,0.292,9,1.0,40,25,6,3,14,17,1
12/10/2017,NYK,111,80,0.488,17,0.294,34,0.824,33,16,9,4,12,30,ATL,107,77,0.481,31,0.29,30,0.8,35,22,5,4,16,28,1
12/16/2017,NYK,111,69,0.551,23,0.609,26,0.808,35,21,9,3,13,22,OKC,96,85,0.424,27,0.444,20,0.6,42,18,9,7,14,22,1
